name,price,brand,codigo de barra
 GASA IODOFORMADA TABLADA 30 TROZOS 10 X 10 ,1930.24,TABLADA,
 MAS ALICATE DE UÑA  264 ,1908.97,MAS,
 MAS ALICATE DE CUTICULA  263 ,1908.97,MAS,
 FERULA DIGITAL DE  20 mm x 50 cm bolsa x 5 u. ,1904.27,F.A.V.E,
 GORRA FUREY PARA CLARITOS SIN PERFORACION BOLSA x 12 u. ,1895,FUREY,
 ALGABO TOY STORY SANITIZANTE x 75 ml CAJA EXHIBIDORA x 12 u ,1894.89,ALGABO,
 GUANTES FITNES GOMA TALLE SMALL ,1854.57,FUREY,
 GUANTES FITNES GOMA TALLE MEDIUM ,1854.57,FUREY,
 GUANTES FITNES GOMA TALLE LARGE ,1854.57,FUREY,
 VENDA CAMBRIC FUREY (Mod 2)  7 cm. x 24 u ,1850,FUREY,
" VENDA FISIOPLAST HIPOALERGIC (TIPO TENSOPLAST) 7,5 cm x 4,5 m ",1831.73,HIPOALERGIC,
 RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 5 ,1819.58,FUREY,
 RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 4 ,1819.58,FUREY,
 RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 3 ,1819.58,FUREY,
 RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 2 ,1819.58,FUREY,
 RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 1 ,1819.58,FUREY,
 CABESTRILLO FUREY VIETNAM FUREY TALLE 3 ,1816.08,FUREY,
 CABESTRILLO FUREY VIETNAM FUREY TALLE 1 ,1816.08,FUREY,
 ALGABO CAJA x 12 unid.JABON LIQUIDO REPUESTO DOY PACK GREEN TEA x 300 ml ,1810.3,ALGABO,
 ALGABO CAJA x 12 unid.JABON LIQUIDO REPUESTO DOY PACK FRUTOS DEL BOSQUE x 300 ml ,1810.3,ALGABO,
 ALGABO CAJA x 12 unid JABON LIQUIDO REPUESTO DOY PACK FLOWER MIX x 300 ml ,1810.3,ALGABO,
 ALGABO CAJA x 12 unid JABON LIQUIDO REPUESTO DOY PACK CREAM x 300 ml ,1810.3,ALGABO,
 ALGABO CAJA x 12 unid JABON LIQUIDO REPUESTO DOY PACK COCO Y VAINILLA x 300 ml ,1810.3,ALGABO,
 BICARBONATO DE SODIO SOBRE SANADROG x 25gr. x 25u ,1800,SANADROG,
 BICARBONATO DE SODIO SOBRE DROGAL 25gr. x 25u ,1800,DROGAL,
 SET DE REGALO Nº 5 212 S ,1798.14,Sin Marca,
 SABANA PLASTICA ELASTICA CUBRE COLCHON 1 1/2 PLAZA ORTOP ,1781.45,FUREY,
 O2+ PORTA COSMETICOS TOUJOURS (4278) ,1766.81,O2+,
 O2+ PORTA COSMETICOS MAKE UP (4261) ,1766.81,O2+,
 PICO CIGUENA LARGO ALUMINIO x 100 UNIDAD ,1722.29,OGIB,
 SET DE REGALO Nº 1 VERA ,1721.77,FUREY,
 SULFATO DE MAGNESIO TABLADA SOBRE 30 g x 25 u ,1718.75,TABLADA,
 VENDA ELASTICA FUREY 10cmx 3mt. CON GANCHO ,1716,FUREY,
 SET DE REGALO Nº 2 BELLA ,1714.31,FUREY,
 JMY CEPILLO NEUMATICO PALETA METALIZADO (C650) ,1703.45,JESSAMY,
 TELA FUREY MICROPOROSA  C/CARRET (MOD 2) 5cm ,1697,FUREY,
 LAPIZ NITRATO PLATA VERRUGOL x  UNIDAD ,1697,VERRUGOL,
 HIPOALERGIC APOSITO FILM+ PAD 10x10cm x 20 unid ,1693.22,HIPOALERGIC,
 LIMA METALICA SEMDIL N.18 x 12 u ,1692.69,SEMDIL,
 RODILLERA NEOPRENE FUREY TUBO TALLE 5 ,1691.28,FUREY,
 RODILLERA NEOPRENE FUREY TUBO TALLE 4 ,1691.28,FUREY,
 RODILLERA NEOPRENE FUREY TUBO TALLE 3 ,1691.28,FUREY,
 RODILLERA NEOPRENE FUREY TUBO TALLE 2 ,1691.28,FUREY,
 RODILLERA NEOPRENE FUREY TUBO TALLE 1 ,1691.28,FUREY,
 DISNEY SET 2 ESMALTES + 1 LABIAL BLISTER FROZEN II 95453 ,1640.23,DISNEY,
 LENOX ESFERA DE GEL PARA REHABILITACION  8420 ,1632.79,LENOX,
 JERINGA FUREY  10 cc CON AGUJA 40/8 x 100 ,1612,FUREY,
 MUSLERA NEOPRENE FUREY TALLE 3 ,1609.63,FUREY,
 MUSLERA NEOPRENE FUREY TALLE 2 ,1609.63,FUREY,
 MUSLERA NEOPRENE FUREY TALLE 1 ,1609.63,FUREY,
 ESPALDERA ELASTICA FUREY N. 4 ,1596.45,FUREY,
 CHAPOTEANDO ESTUCHE Nº 6 UNISEX ,1592.8,CHAPOTEANDO,
 CHAPOTEANDO ESTUCHE Nº 6 ROSA ,1592.8,CHAPOTEANDO,
 CHAPOTEANDO ESTUCHE Nº 6 CELESTE ,1592.8,CHAPOTEANDO,
 MAS PORTA COSMETICO BOX   64 ,1585.29,MAS,
 SABANA PLASTICA ELASTICA CUBRE COLCHON 1 PLAZA ,1578.03,FUREY,
 CHAPOTEANDO ESTUCHE Nº 5 B UNISEX ,1576.03,CHAPOTEANDO,
 CHAPOTEANDO ESTUCHE Nº 5 B ROSA ,1576.03,CHAPOTEANDO,
 CHAPOTEANDO ESTUCHE Nº 5 B CELESTE ,1576.03,CHAPOTEANDO,
 ACIDO BORICO DROGAL SOBRE DE 25gr. x 25UNIDADES ,1575,DROGAL,
 PINZA DEPILAR XZN CODIGO 410 HUECA NEGRA x 12 u ,1568.31,XZN,
 ALMOHADON REDONDO PARA HEMORROIDES C/FUNDA (001E). ,1566.82,RF,
 ESPALDERA ELASTICA FUREY N. 3 ,1540.25,FUREY,
 ESPALDERA ELASTICA FUREY N. 2 ,1540.25,FUREY,
 REPUESTO TENSIOMETRO ANEROIDE MANOMETRO ,1535.71,REPUESTO SERVICE,
 GEMELERA NEOPRENE FUREY TALLE 4 ,1504.65,FUREY,
 GEMELERA NEOPRENE FUREY TALLE 3 ,1504.65,FUREY,
 GEMELERA NEOPRENE FUREY TALLE 2 ,1504.65,FUREY,
 GEMELERA NEOPRENE FUREY TALLE 1 ,1504.65,FUREY,
 CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 4 ,1504.65,FUREY,
 CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 3 ,1504.65,FUREY,
 CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 2 ,1504.65,FUREY,
 CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 1 ,1504.65,FUREY,
 LENOX PROTECTOR JUANETES CON BANDA CON GEL CHICO  8036 ,1492.84,LENOX,
 LENOX CORRECTOR JUANETE NOCTURNO GRADUACION PROGRESIVA  8049 ,1492.84,LENOX,
 LENOX BANDA METATARSAL CON GEL x 2 u. TALLE 3  8061 ,1492.84,LENOX,
 LENOX BANDA METATARSAL CON GEL x 2 u. TALLE 2  8060 ,1492.84,LENOX,
 LENOX BANDA METATARSAL CON GEL x 2 u. TALLE 1  8059 ,1492.84,LENOX,
 CINTURON PREPARTO ANTAR TALLE 1 ,1487.35,ANTAR,
 CINTURON PREPARTO ANTAR TALLE 2 ,1487.34,ANTAR,
 LIMA METALICA SEMDIL N.13/18 x 12 u ,1487.31,SEMDIL,
 FERULA DIGITAL DE  15 mm x 50 cm bolsa x 5 u. ,1475.9,F.A.V.E,
 CLORURO DE MAGNESIO TABLADA DE 33 gr. CAJA x 12 SOBRES ,1474.04,TABLADA,
 ESPATULA DE AYRE CLERICOT x 100 u ,1449.82,CLERICOT,
 LENOX ALMOHADILLA PLANTAR GEL PURO x 2 GRANDE  8198 ,1446.19,LENOX,
 LENOX ALMOHADILLA PLANTAR GEL PURO x 2 CHICO  8197 ,1446.19,LENOX,
 LENOX ALMOHADILLA PLANTAR GEL CON REALCE GRANDE 8202 ,1446.19,LENOX,
 LENOX ALMOHADILLA PLANTAR GEL CON REALCE CHICO 8201 ,1446.19,LENOX,
 CHAPOTEANDO TETINA SILICONA BOCA ANGOSTA FLUJO MEDIO BOLSA x 12 u. ,1440,CHAPOTEANDO,
 ESPALDERA ELASTICA FUREY N. 1 ,1427.83,FUREY,
 ESPALDERA ELASTICA FUREY N. 0 ,1427.83,FUREY,
 VENDA CAMBRIC FUREY (Mod 1) 10 cm.x 12 UNIDADES ,1404,FUREY,
 MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 3 ,1402.01,FUREY,
 MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 2 ,1402.01,FUREY,
 MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 1 ,1402.01,FUREY,
 TULIPAN ARO VIBRADOR (204) ,1401.62,TULIPAN,
 DERMOGREEN CERA DEPILATORIA VEGETAL CON ALOE VERA BANDEJA x 800gr ,1388.04,,
 REPUESTO NEBULIZADOR PISTON EXATHERM KIT (AMPOLLA NEBULIZAR+ TUBO DE AIRE+5 FILTROS DE AIRE+MASCARA ,1383.96,REPUESTO SERVICE,
 ALMOHADON CUADRADO ANTIESCARAS IONA (007) ,1378.81,RF,
 MAS MANOPLA VEGETAL  276 ,1375.13,MAS,
 JACTANS SERUM PARA ROSTRO Y CUELLO 956 - APTO VEGANOS ,1366.63,JACTANS,
 JACTANS MASCARA DE PESTAÑAS OPTIMIZE ME 726 ,1366.63,JACTANS,
 JACTANS MASCARA DE PESTAÑAS INTENSE ME 685 ,1366.63,JACTANS,
 JACTANS HIDRATACION EXPRESS EMULSION PREMAQUILLAJE 951 ,1366.63,JACTANS,
 JACTANS GEL VOLUMINIZADOR PARA CEJAS Y PESTAÑAS 952 - APTO VEGANOS ,1366.63,JACTANS,
 JACTANS BRUMA CORPORAL Y FACIAL 727 - APTO VEGANOS ,1366.63,JACTANS,
 PINZA DEPILAR XZN CODIGO 400 HUECA PLATEADA x 12 u ,1355.17,XZN,
 FAJA CON VELCRO FUREY 28 cm TALLE 5 ,1348,FUREY,
 JERINGA FUREY  10 cc SIN AGUJA x 100 u ,1345,FUREY,
 JERINGA BREMEN 10 cc S/A x 100 u ,1345,BREMEN,
 O2+ MASAJEADOR FACIAL DOBLE ROSA (0022) ,1322.78,O2+,
 LENOX CORRECTOR JUANETE NOCTURNO CON GEL GRANDE  8051 ,1306.23,LENOX,
 LENOX CORRECTOR JUANETE NOCTURNO CON GEL CHICO  8050 ,1306.23,LENOX,
 LENOX PLANTILLA REPOSICION KIDS GRANDE ,1296.91,LENOX,
 LENOX PLANTILLA REPOSICION KIDS EXTRA GRANDE ,1296.91,LENOX,
 LENOX PLANTILLA REPOSICION KIDS EXTRA CHICA ,1296.91,LENOX,
 LENOX PLANTILLA REPOSICION KIDS CHICA ,1296.91,LENOX,
 LENOX PLANTILLA ANTIMICOTICA ( Talle 43 al 46) 8603 ,1296.91,LENOX,
 LENOX PLANTILLA ANTIMICOTICA ( Talle 37 al 39) 8601 ,1296.91,LENOX,
 LENOX PLANTILLA ANTIMICOTICA ( Talle 34 al 36) 8600 ,1296.91,LENOX,
 VENDA CAMBRIC FUREY (Mod 2)  5 cm. x 24 u ,1291,FUREY,
 LENOX ALMOHADILLA PLANTAR ESPUMA Y GEL GRANDE  8134 ,1287.57,LENOX,
 LENOX ALMOHADILLA PLANTAR ESPUMA Y GEL CHICO  8133 ,1287.57,LENOX,
 CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts ROJO BLISTER ,1277.8,HIPOALERGIC,
 CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts PIEL BLISTER ,1277.8,HIPOALERGIC,
 CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts NEGRO BLISTER ,1277.8,HIPOALERGIC,
 CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts AZUL ,1277.8,HIPOALERGIC,
 BORATO DE SODIO TABLADA SOBRE 20gr. x 25u ,1269.4,TABLADA,
 TELA MICROPOROSA FUREY S/CARRET (MOD 2) 5cm ,1261,FUREY,
" TELA MICROPOROSA FUREY S/CARRET (MOD 2) 2,5cm ",1261,FUREY,
" TELA MICROPOROSA FUREY S/CARRET (MOD 2) 1,25cm ",1261,FUREY,
 FERULA DIGITAL DE  10 mm x 50 cm bolsa x 5 u. ,1260.11,F.A.V.E,
 BOTIQUIN FUREY PRIMEROS AUXILIOS CHICO ,1258.8,FUREY,
 IYOSEI ORTIGA SHAMPO FORTIFICANTE x 430 ml. ,1256.04,IYOSEI,
 JESSAMY GORRA PARA NATACION LYCRA ,1256,JESSAMY,
 NONISEC ZALEA GRANDE x 10 unid. ,1252.39,NONISEC,
 FAJA CON VELCRO FUREY 28 cm TALLE 4 ,1250,FUREY,
 FAJA CON VELCRO FUREY 28 cm TALLE 3 ,1250,FUREY,
 DISWALD CEPILLO NEUMATICO OVAL (405) ,1239.34,DISWALD,
 DERMOGREEN KIT PEDICULOSIS SHAMPOO + LOCION ZAPPING ,1231.55,,
 JACTANS MASCARA DE PESTAÑAS BE GLAMOROUS 515 ,1231.06,JACTANS,
 JACTANS AGUA MICELAR BIFÁSICA x 105ml ,1229.83,JACTANS,
 REPUESTO NEBULIZADOR PISTON CONJUNTO NEBULIZAR P62 ,1226.51,SILFAB,
 LENOX SEPARADOR DEDO DUO DE GEL 8009 UNICO TAMAÑO ,1212.93,LENOX,
 EUDAPLEN VITAMINA E 400UI x 50 cap. ,1211.91,EUDAPLEN,
 BOLSA PARA AGUA CALIENTE FUREY CON FUNDA ,1194,FUREY,
 BOLSA PARA AGUA CALIENTE CORONET REFORZADA ,1194,CORONET,
 PEINE OYONNAX N: 15 (RASTRILLO) ,1189.6,OYONNAX,
 O2+ LIMPIA BROCHA PARA LAVORATORIO VIOLETA (0447) ,1180.97,O2+,
 O2+ CEPILLO DESENREDANTE VIOLETA (0249) ,1180.97,O2+,
 O2+ CEPILLO DESENREDANTE FUCSIA (0232) ,1180.97,O2+,
 GEMELERA ELASTICA FUREY x 1 u. TALLE 3 ,1177,FUREY,
 GEMELERA ELASTICA FUREY x 1 u. TALLE 2 ,1177,FUREY,
 GEMELERA ELASTICA FUREY x 1 u. TALLE 1 ,1177,FUREY,
 LENOX TUBOS RECORTABLES TEJIDO CON GEL N.3  8023 ,1166.28,LENOX,
 LENOX TUBOS RECORTABLES TEJIDO CON GEL N.2  8022 ,1166.28,LENOX,
 LENOX TUBOS RECORTABLES TEJIDO CON GEL N.1  8021 ,1166.28,LENOX,
 LENOX TUBOS RECORTABLES TEJIDO CON GEL N.0  8020 ,1166.28,LENOX,
 LENOX PROTECTOR JUANETES AUTOADHESIVO OVAL x 2 u  8163 ,1166.28,LENOX,
 LENOX PROTECTOR CIRCULAR PLANTAR DE GEL x 2 u  8151 ,1166.28,LENOX,
 LENOX PROTECTOR CALLOS DE GEL OVAL x 6 u  8160 ,1166.28,LENOX,
 LENOX PROTECTOR CALLOS CIRCULAR SIN PERFORACION x 6 u  8155 ,1166.28,LENOX,
 LENOX PROTECTOR CALLOS CIRCULAR CON PERFORACION x 6 u  8154 ,1166.28,LENOX,
 LENOX FUNDA DIGITAL (DEDAL) CON GEL TALLE 2  8031 ,1166.28,LENOX,
 JACTANS VOLUMINIZADOR LABIOS HIDRATANTE 519/002 ,1161.43,JACTANS,
 JACTANS REPARADOR INTENSIVO PARA LABIOS CON COLAGENO ,1161.43,JACTANS,
 HOJA BISTURI BREMEN N.24 CAJA x 100 u. ,1147.91,BREMEN,
 HOJA BISTURI BREMEN N.22 CAJA x 100 u. ,1147.91,BREMEN,
 HOJA BISTURI BREMEN N.21 CAJA x 100 u. ,1147.91,BREMEN,
 HOJA BISTURI BREMEN N.20 CAJA x 100 u. ,1147.91,BREMEN,
 HOJA BISTURI BREMEN N.15 CAJA x 100 u. ,1147.91,BREMEN,
 HOJA BISTURI BREMEN N.12 CAJA x 100 u. ,1147.91,BREMEN,
 LENOX PROTECTOR JUANETES DE GEL x 2 u TALLE 2  8147 ,1147.61,LENOX,
 LENOX PROTECTOR JUANETES DE GEL x 2 u TALLE 1  8140 ,1147.61,LENOX,
 DISWALD CEPILLO NEUMATICO FINO (406) ,1147.55,DISWALD,
 EUDAPLEN MAGNESIO QELATO 100mg x 50 capsulas ,1141.68,EUDAPLEN,
 PUMP GEL ANTIFAZ RELAX FACIAL ,1141.31,PUMP GEL,
 REPUESTO BASINILLA PARA SILLA INODORO ,1139.33,ANTARES,
 LENOX OLIVA METATARSAL AUTOADHESIVO CON GEL x 2 u TALLE 3  8097 ,1138.29,LENOX,
 LENOX OLIVA METATARSAL AUTOADHESIVO CON GEL x 2 u TALLE 2  8096 ,1138.29,LENOX,
 TOBILLERA NEOPRENE FUREY EN OCHO TALLE 4 ,1137.24,FUREY,
 TOBILLERA NEOPRENE FUREY EN OCHO TALLE 3 ,1137.24,FUREY,
 TOBILLERA NEOPRENE FUREY EN OCHO TALLE 2 ,1137.24,FUREY,
 TOBILLERA NEOPRENE FUREY EN OCHO TALLE 1 ,1137.24,FUREY,
 CEPILLO NEUMATICO OVAL GRANDE OGIB 405 ,1137,OGIB,
 ALGABO COCOA BEACH LOCION SPRAY BRONZER  FPS  8 x 250 ml ,1136.37,COCOA BEACH,
 CEPILLO CABELLO FUREY CON STRASS TERMICO MEDIANO 52 MM C 6311 ,1130.4,FUREY,
 MAS GORRO PILETA LYCRA  179 ,1129.82,MAS,
 FAJA CON VELCRO FUREY 24 cm TALLE 5 ,1121,FUREY,
 VASO PICO DURO ANTIDERRAME CON ASAS ROSA ,1120,CHAPOTEANDO,
 VASO PICO DURO ANTIDERRAME CON ASAS CELESTE ,1120,CHAPOTEANDO,
 REPUESTO NEBULIZADOR ULTRASONICO MICRON MANGUERA x1 ,1120,REPUESTO SERVICE,
 REPUESTO NEBULIZADOR ULTRASONICO MICRON FILTRO x 10 u. ,1120,REPUESTO SERVICE,
 OTOWIL SOCORRO CAPILAR 2 CON ENJUAGUE x 250 grs ,1111.42,OTOWIL,
 ALGABO SPIDERMAN SET SHAMPOO x 200ml + SPLASH x 125ml ,1106.77,ALGABO,
 ALGABO SET FROZEN SHAMPOO 200 ml + SPLASH 125 ml ,1106.77,ALGABO,
 ALGABO MINIONS SHAMPOO x 200ml + SPLASH x 125ml ,1106.77,ALGABO,
 ALGABO HELLO KITTY SET SHAMPOO x 200ml + SPLASH x 125ml ,1106.77,ALGABO,
 CEPILLO DENTAL IBC3022 INFANTIL ANATOMICO x 12 u. (0290) ,1102.54,IBC,
 EUDAPLEN ZINC QELATO 30mg x 50 cap. ,1101.24,EUDAPLEN,
 ALFA PROTECTOR TERMICO SPRAY x 125 ml. ,1099.27,ALFA 3,
 JERINGA FUREY  5 cc CON AGUJA 40/8 x 100 u ,1095,FUREY,
 JACTANS DELINEADOR CON ESFUMINO 523 ,1094.26,JACTANS,
 DISNEY JABON LIQUIDO INFANTIL RUEDA CARS 98522 ,1093.03,DISNEY,
 NONISEC PAÑAL ADULTO ULTRA GRANDE x  8 unid. ,1091.04,NONISEC,
 MARY BOSQUES CREMA DE COCO POTE x 200 gr.CON ACEITE DE COCO Y ALMENDRAS ,1088.11,MARY BOSQUES,
 FAJA CON VELCRO FUREY 28 cm TALLE 2 ,1086,FUREY,
 FAJA CON VELCRO FUREY 28 cm TALLE 1 ,1086,FUREY,
 FAJA CON VELCRO FUREY 24 cm TALLE 4 ,1086,FUREY,
 FAJA CON VELCRO FUREY 24 cm TALLE 3 ,1086,FUREY,
 CHAPOTEANDO PLATO TERMICO 3 DIVISIONES NUEVO VERDE ,1077,CHAPOTEANDO,
 CHAPOTEANDO PLATO TERMICO 3 DIVISIONES NUEVO ROSA ,1077,CHAPOTEANDO,
 CHAPOTEANDO PLATO TERMICO 3 DIVISIONES NUEVO AZUL ,1077,CHAPOTEANDO,
 JACTANS DELINEADOR LIQUIDO PLUMA NEGRO 256/003 ,1066.9,JACTANS,
 JACTANS MASCARA DE PESTAÑAS Y CEJAS TRANSPARENTE 267/002 ,1066.87,JACTANS,
 MARY BOSQUES SHOCK ACIDO POTE x 200 grs. ,1058.39,MARY BOSQUES,
 PERA DE GOMA FUREY No. 18 ,1055,FUREY,
 ALFA OIL NON OIL GEL FINALIZADOR x 240 ml. - APTO VEGANOS ,1053.46,ALFA 3,
 ALFA CARBON ACTIVADO SHAMPOO x 300 ml. - APTO VEGANOS ,1053.46,ALFA 3,
 ALFA CARBON ACTIVADO ACONDICIONADOR x 300 ml. - APTO VEGANOS ,1053.46,ALFA 3,
 CEPILLO NEUMATICO CHICO OGIB 406 ,1052.8,OGIB,
 EUDAPLEN VITAMINA C 500mg x 50 cap. ,1043.94,EUDAPLEN,
 JACTANS DESMAQUILLANTE BIFASICO SUAVE OJOS Y ROSTRO 737 ,1025.86,JACTANS,
 JACTANS BRUMA FIJADORA DE MAQUILLAJE 736 ,1025.86,JACTANS,
 O2+ ALICATE EN BLISTER (8030) ,1025.22,O2+,
 JACTANS BRILLO LABIAL CON APLICADOR TRANSPARENTE 509/001 ,1024.63,JACTANS,
 JACTANS BRILLO LABIAL CON APLICADOR ROSA PERLADO 509/005 ,1024.63,JACTANS,
 JACTANS BRILLO LABIAL CON APLICADOR ROSA FUCSIA 509/009 ,1024.63,JACTANS,
 JACTANS BRILLO LABIAL CON APLICADOR ROJO 509/003 ,1024.63,JACTANS,
 LENOX DEDAL DE GEL PURO TALLE 4  8149 ,1017,LENOX,
 LENOX DEDAL DE GEL PURO TALLE 3  8143 ,1017,LENOX,
 LENOX DEDAL DE GEL PURO TALLE 2  8142 ,1017,LENOX,
 LENOX DEDAL DE GEL PURO TALLE 1  8141 ,1017,LENOX,
 LENOX ANILLOS DIGITALES (ALMOHADILLA) x 2 u MEDIANO  8001 ,1017,LENOX,
 LENOX ANILLOS DIGITALES (ALMOHADILLA) x 2 u GRANDE  8002 ,1017,LENOX,
 LENOX ANILLOS DIGITALES (ALMOHADILLA) x 2 u CHICO  8000 ,1017,LENOX,
 ALFA CURL MODE CREMA PARA PEINAR x 300 ml. - APTO VEGANOS ,1016.82,ALFA 3,
 O2+ ESPONJA EXFOLIANTE KONJAC ROSA (4247) ,1010.22,O2+,
 ALFA CARBON ACTIVADO MASCARA DETOX x 250 ml. - APTO VEGANOS ,1007.66,ALFA 3,
 EUDAPLEN BIOTINA 2000mcg x 90 comp. ,1000.32,EUDAPLEN,
 CODERA NEOPRENE FUREY CORTA CON VELCRO TALLE 4 ,997.27,FUREY,
 CODERA NEOPRENE FUREY CORTA CON VELCRO TALLE 2 ,997.27,FUREY,
 CODERA NEOPRENE FUREY CORTA CON VELCRO TALLE 1 ,997.27,FUREY,
 CHAPOTEANDO TETINA SILICONA BOCA ANCHA BOLSA x 6 unid. ,994,CHAPOTEANDO,
 EUDAPLEN VITAMINA B12 500mcg x 90 comp. ,992.88,EUDAPLEN,
 BARBIJO KN95 x 10 u AEROMEDICAL ,990,AEROMEDICAL,
 MARY BOSQUES BOTOXX CAPILAR POTE x 200 gr. ,988.83,MARY BOSQUES,
 MARY BOSQUES CREMA ARGAN REGENARACION CAPILAR CON CELULAS MADRE POTE x 200 gr. ,987.56,MARY BOSQUES,
 ELECTRODO DEXAL BOLSA x 50 UNIDADES ,986,DEXAL,
 JACTANS MASCARA DE PESTAÑAS TRADICIONAL 250/003 ,984.82,JACTANS,
 JERINGA FUREY  5 cc SIN AGUJA x 100 u ,981,FUREY,
 CHAPOTEANDO ESTUCHE Nº 7 A BLANCO ,980.03,CHAPOTEANDO,
 CHAPOTEANDO ESTUCHE Nº 7 A AZUL ,980.03,CHAPOTEANDO,
 JERINGA FUREY  3 cc CON AGUJA 40/8 x 100 u ,980,FUREY,
 COCOA BEACH ACEITE BRONCEADOR SPRAY x250 ml ,978.46,COCOA BEACH,
 COLLAR DE SCHANZ BLANDO COLTEX PEDIATRICO ,958.7,COLTEX,
 COLLAR DE SCHANZ BLANDO COLTEX MEDIANO ,958.7,COLTEX,
 COLLAR DE SCHANZ BLANDO COLTEX GRANDE ,958.7,COLTEX,
 COLLAR DE SCHANZ BLANDO COLTEX EXTRA GRANDE ,958.7,COLTEX,
 COLLAR DE SCHANZ BLANDO COLTEX CHICO ,958.7,COLTEX,
 FAJA CON VELCRO FUREY 24 cm TALLE 2 ,958,FUREY,
 FAJA CON VELCRO FUREY 24 cm TALLE  1 ,958,FUREY,
 EUDAPLEN COMPLEJO VITAMINICO B x 90 comp. ,957.59,EUDAPLEN,
 JACTANS SET ESMALTE UÑAS x 5 u. ROMANTICO  746/004 ,957.46,JACTANS,
 JACTANS SET ESMALTE UÑAS x 5 u. FLUO  746/003 ,957.46,JACTANS,
 JACTANS SET ESMALTE UÑAS x 5 u. CLASICO 746/001 ,957.46,JACTANS,
 JACTANS CORRECTOR OJERAS ALTA FIJACION TOSTADO 525/003 ,957.46,JACTANS,
 JACTANS CORRECTOR OJERAS ALTA FIJACION NATURAL 525/001 ,957.46,JACTANS,
 JACTANS CORRECTOR OJERAS ALTA FIJACION BEIGE 525/002 ,957.46,JACTANS,
 JACTANS DELINEADOR INTENSE BLACK 594 ,956.23,JACTANS,
" VENDA ELASTICA FUREY LIVIANA 10cmx 2,5mt ",956,FUREY,
 MARY BOSQUES 3 MINUTOS REPARADOR INTENSIVO x 200 gr. ,952.53,MARY BOSQUES,
 VENDA CAMBRIC FUREY (Mod 1) 7 cm.x 12 UNIDADES ,952,FUREY,
 ALGABO SALLY UNICORNIO SET SHAMPOO 200 ml + SPLASH 125 ml ,951.68,ALGABO,
 TELA ADHESIVA.Nº9 x u.  FUREY10 cmx4m ,951,FUREY,
 REPUESTO TENSIOMETRO MANGA BRAZO DIGITAL DE 22/32 cm ,950,REPUESTO SERVICE,
 MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 4 ,947.11,FUREY,
 MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 3 ,947.11,FUREY,
 MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 2 ,947.11,FUREY,
 MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 1 ,947.11,FUREY,
 PEINE CASPA x 36 unid. ,945,VERTICE,
 ESPEJO DOBLE FAZ CON AUMENTO DE CARTERA (ARTICULO 0314) ,938.95,,
 EUDAPLEN  VITAMINA D3 2000UI x 90 comp. ,934.43,EUDAPLEN,
 TOBILLERA NEOPRENE FUREY SIMPLE TALLE 4 ,934.28,FUREY,
 TOBILLERA NEOPRENE FUREY SIMPLE TALLE 3 ,934.28,FUREY,
 TOBILLERA NEOPRENE FUREY SIMPLE TALLE 2 ,934.28,FUREY,
 TOBILLERA NEOPRENE FUREY SIMPLE TALLE 1 ,934.28,FUREY,
 MUÑEQUERA NEOP FUREY BOOMERANG DEDO LIBRE TALLE 3 ,934.28,FUREY,
 MUÑEQUERA NEOP FUREY BOOMERANG DEDO LIBRE TALLE 2 ,934.28,FUREY,
 MUÑEQUERA NEOP FUREY BOOMERANG DEDO LIBRE TALLE 1 ,934.28,FUREY,
 VASELINA MEDICINAL  FUREY x  500 cc ,934,FUREY,
 PEGAMENTO SUPER GLUE x 3 grs.x 12 POMOS ,927.77,SUPER GLUE,
 DERMOGREEN ORGANICS LECHE REAFIRMANTE ARGAN OLIVA x 500 ml - APTO VEGANOS ,922.52,,
 DERMOGREEN ORGANICS LECHE HUMECTANTE LOTO Y ALOE x 500 ml - APTO VEGANOS ,922.52,,
 DERMOGREEN ORGANICS LECHE HIDRATANTE TE VERDE KARITE ALOE x 500 ml - APTO VEGANOS ,922.52,,
 LIMA METALICA SEMDIL DIAMANTADA x 6 unid. (532) ,922.49,SEMDIL,
